1936 4
  2.53090 7.53750 12.92881 0.59124 0.49529 0.63650 1 0.4446
  2.50691 7.77666 17.36529 -0.40405 0.67185 0.62077 1 0.4259
  2.31843 9.65518 52.21192 0.12824 -0.70556 0.69695 1 0.4071
  2.34222 9.41805 47.81324 0.47861 -0.53723 0.69448 1 0.5395
  2.32976 9.54225 50.11718 0.56817 0.52109 0.63690 1 0.5003
  2.48365 8.00844 21.66474 0.00380 0.78125 0.62421 1 0.7705
  2.27699 10.06818 59.87321 0.14842 -0.70112 0.69742 1 0.4186
  2.40267 8.81552 36.63625 0.18048 0.75943 0.62506 1 0.6570
  2.29080 9.93054 57.31991 0.48371 0.60059 0.63664 1 0.7814
  2.41100 8.73250 35.09620 -0.57386 -0.45577 0.68041 1 0.4212
  2.33398 9.50019 49.33689 -0.58184 -0.44011 0.68394 1 0.5587
  2.56323 7.21532 6.95233 0.03700 0.78223 0.62189 1 0.5842
  2.44742 8.36959 28.36418 -0.75244 -0.02666 0.65812 1 0.4642
  2.43928 8.45073 29.86923 0.68585 -0.25300 0.68235 1 0.6556
  2.59192 6.92942 1.64880 0.04404 0.78261 0.62096 1 0.5383
  2.55406 7.30671 8.64765 0.56842 0.52286 0.63523 1 0.4531
  2.49256 7.91965 20.01766 -0.03494 -0.70941 0.70393 1 0.7277
  2.28690 9.96937 58.04022 0.02710 -0.71282 0.70083 1 0.5123
  2.57333 7.11470 5.08575 0.61911 0.45767 0.63816 1 0.4326
  2.54212 7.42570 10.85497 0.74314 0.00347 0.66912 1 0.6776
  2.30191 9.81980 55.26567 -0.17586 0.76427 0.62045 1 0.5257
  2.49242 7.92103 20.04331 0.58774 -0.42234 0.69007 1 0.5986
  2.45965 8.24771 26.10324 0.73853 0.16720 0.65315 1 0.4061
  2.34999 9.34062 46.37680 -0.71778 -0.19752 0.66767 1 0.4684
  2.33984 9.44175 48.25280 -0.44263 -0.57023 0.69204 1 0.5754
  2.51525 7.69347 15.82213 0.17682 -0.68913 0.70274 1 0.6301
  2.30063 9.83253 55.50177 0.46534 0.61765 0.63401 1 0.6405
  2.57325 7.11545 5.09971 0.60906 0.47082 0.63827 1 0.4535
  2.55123 7.33491 9.17077 -0.43606 0.64522 0.62733 1 0.6194
  2.33989 9.44128 48.24410 0.74032 0.10128 0.66458 1 0.7434
  2.48164 8.02847 22.03637 -0.67681 -0.29101 0.67619 1 0.6012
  2.49486 7.89669 19.59182 -0.74798 -0.04689 0.66206 1 0.5696
  2.57243 7.12360 5.25084 0.23881 -0.67204 0.70095 1 0.5620
  2.43886 8.45489 29.94655 -0.73755 -0.11531 0.66538 1 0.5492
  2.54915 7.35563 9.55515 0.07115 -0.70660 0.70403 1 0.6990
  2.40260 8.81629 36.65056 0.71250 -0.17614 0.67921 1 0.7262
  2.50919 7.75388 16.94258 0.12890 0.77641 0.61691 1 0.4042
  2.44567 8.38703 28.68765 -0.71598 -0.20637 0.66692 1 0.4368
  2.36937 9.14745 42.79348 -0.66918 -0.30291 0.67856 1 0.7256
  2.35092 9.33138 46.20554 0.04668 -0.71396 0.69863 1 0.4419
  2.55748 7.27264 8.01556 -0.14475 -0.69682 0.70248 1 0.7121
  2.55234 7.32390 8.96642 -0.23513 0.74792 0.62075 1 0.5156
  2.49637 7.88169 19.31353 0.06970 0.78100 0.62063 1 0.5162
  2.34359 9.40438 47.55961 0.74113 0.13843 0.65694 1 0.4545
  2.33306 9.50935 49.50678 0.69724 0.30575 0.64836 1 0.4733
  2.44362 8.40742 29.06592 -0.39464 -0.60532 0.69126 1 0.4645
  2.36505 9.19054 43.59279 0.66996 -0.29279 0.68222 1 0.5344
  2.30313 9.80764 55.04018 0.43289 0.64931 0.62530 1 0.4023
  2.48486 7.99644 21.44225 -0.74997 -0.03004 0.66079 1 0.5523
  2.29623 9.87640 56.31557 -0.75473 0.06656 0.65266 1 0.4528
  2.38791 8.96265 39.36551 -0.24877 -0.67006 0.69938 1 0.6283
  2.46708 8.17362 24.72879 -0.64049 0.42583 0.63910 1 0.6960
  2.53606 7.48609 11.97508 0.69446 -0.23003 0.68177 1 0.7042
  2.59052 6.94333 1.90684 0.54531 -0.47098 0.69340 1 0.6602
  2.29135 9.92509 57.21878 -0.22713 -0.68174 0.69544 1 0.4427
  2.51238 7.72215 16.35413 -0.07242 -0.71387 0.69652 1 0.4109
  2.29098 9.92869 57.28569 0.18192 -0.69238 0.69822 1 0.4426
  2.57261 7.12183 5.21799 -0.53576 -0.49627 0.68314 1 0.4283
  2.28114 10.02685 59.10640 0.69160 0.31754 0.64873 1 0.5071
  2.46258 8.21851 25.56158 0.66874 0.37171 0.64391 1 0.4529
  2.27951 10.04303 59.40668 0.59427 0.48477 0.64175 1 0.6326
  2.50751 7.77063 17.25338 0.53263 -0.48554 0.69322 1 0.6011
